image_file, comment_number,caption,id
1094606832.jpg, 2, Woman meticulously working with a sewing machine .,272
1094606832.jpg, 3, A black woman using a sowing machine .,272
1094606832.jpg, 4, Woman with a brown headscarf sewing .,272
1094671386.jpg, 0," An oriental woman with her fist raised in the air , other oriental people around her , and a black Moped beside her .",273
1094671386.jpg, 1, A lady in a white t-shirt is looking toward the person with their arm raised in the air .,273
1094671386.jpg, 2, A woman wearing a white t-shirt has her right arm extended with her fist closed .,273
1094671386.jpg, 3, Asian girls in white t-shirts standing around a motorcycle .,273
1094671386.jpg, 4, Two young girls in a street .,273
1095109931.jpg, 0, A woman smiles while holding several green peppers at a grocery stand .,274
1095109931.jpg, 1, A young woman holds a red and green pepper at a vegetable stand .,274
1095109931.jpg, 2, A girl working at a farm market selling peppers .,274
1095109931.jpg, 3, A woman smiles as she holds some bell peppers .,274
1095109931.jpg, 4, Woman with a tank top buying green peppers .,274
10951809.jpg, 0," An elderly woman with a cane sits in a large wooden chair next to a weaving loom , in a log cabin .",275
10951809.jpg, 1, The elderly woman is enjoying an afternoon on the porch with family .,275
10951809.jpg, 2, An elderly women is sitting in a chair with a cane in her hand .,275
10951809.jpg, 3, An old women with a cane sitting in her rocking chair .,275
10951809.jpg, 4, An elderly woman with a can is sitting down .,275
109544260.jpg, 0, A little boy in a striped shirt and blue jeans is blowing bubbles from a red container .,276
109544260.jpg, 1, A young jean-clad boy is sitting on brown grass blowing bubbles out of a red container .,276
109544260.jpg, 2, One young boy is sitting outside on a cool day blowing bubbles .,276
109544260.jpg, 3, Young boy sitting down outside and blowing bubbles .,276
109544260.jpg, 4, A boy has blown four bubbles on the lawn .,276
1095476286.jpg, 0, A young boy is jumping through water being sprayed up from the ground .,277
1095476286.jpg, 1, A little boy playing in the water .,277
1095476286.jpg, 2, a boy plays in the fountains .,277
1095476286.jpg, 3, A child plays in a fountain .,277
1095476286.jpg, 4, A boy jumping in a fountain .,277
1095580424.jpg, 0, The dog is running out of the tunnel on a dog obedience course .,278
1095580424.jpg, 1, The small brown and white dog is running out of a small tunnel .,278
1095580424.jpg, 2, Dog running out of tunnel on obstacle course,278
1095580424.jpg, 3, A dog runs out of a tunnel on a course .,278
1095580424.jpg, 4, A Corgi runs out of a tunnel .,278
1095590286.jpg, 0, A yellow dog and a black and white dog are running in the dirt .,279
1095590286.jpg, 1, A blond dog and a black and white dog run in a dirt field .,279
1095590286.jpg, 2, Two dogs are running in a field .,279
1095590286.jpg, 3, a dog chases another dog .,279
1095590286.jpg, 4, two dogs running around,279
10956999.jpg, 0, Two men barbecuing on the grill with a little girl playing in background .,280
10956999.jpg, 1, There are two people grilling food near a body of water .,280
10956999.jpg, 2, Two men stand behind a grill near the ocean .,280
10956999.jpg, 3, Two men barbecuing at a beach .,280
10956999.jpg, 4, Two men are grilling out .,280
10957138.jpg, 0, A girl in a floral bathing suit jumping on the beach in front of the waves .,281
10957138.jpg, 1," A little girl in a flower print bathing suit , jumping into the ocean .",281
10957138.jpg, 2," A girl in a swimsuit is jumping high , near water .",281
10957138.jpg, 3, A young girl is jumping in the air at the beach .,281
10957138.jpg, 4, A girl jumping into the ocean .,281
1095980313.jpg, 0, A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .,282
1095980313.jpg, 1, Little girl in blue swimsuit standing on a handrail near a beach .,282
1095980313.jpg, 2, The little girl in the blue bathing suit is posing at the beach .,282
1095980313.jpg, 3, A little girl with arms outstretched is posing at the beach .,282
1095980313.jpg, 4, A young girl walks on a railing in front of the beach .,282
109608573.jpg, 0, A man in a white shirt is outside leaning against a rail with hats hanging beside him .,283
109608573.jpg, 1, A man in a white t-shirt standing beside a rack of colorful hats .,283
109608573.jpg, 2, A young Asian boy sits on a railing behind a row of colorful hats,283
109608573.jpg, 3, A man is standing next to a rack with hats hanging on it .,283
109608573.jpg, 4, A young boy sits by an outdoor stand displaying hats .,283
1096097967.jpg, 0, A black and white dog is being soaked with a jet of water in a blue paddling pool .,284
1096097967.jpg, 1, A dog sticking its face into the shower from a garden hose .,284
1096097967.jpg, 2, A black and white dog drinking water from a water spray .,284
1096097967.jpg, 3, A white and black dog is jumping into a pool .,284
1096097967.jpg, 4, A small white dog gets sprayed by water,284
1096165011.jpg, 0, A smiling boy swims underwater in a pool .,285
1096165011.jpg, 1, The boys smiles underwater at the pool .,285
1096165011.jpg, 2, A redheaded boy swimming underwater .,285
1096165011.jpg, 3, A small boy swimming underwater,285
1096165011.jpg, 4, a boy smiles underwater .,285
1096305461.jpg, 0, A Little boy in a red striped shirt on a blue couch pulling out all the pillows .,286
1096305461.jpg, 1, A young boy is inside a couch cushion with stuffing hanging out .,286
1096305461.jpg, 2, A little boy in a plaid shirt looks up as he lays on a blue sofa,286
1096305461.jpg, 3, A young boy sucks on his arm while laying on a blue couch .,286
1096305461.jpg, 4, A child is sitting on a couch with a ripped cushion .,286
1096395242.jpg, 0, A young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,287
1096395242.jpg, 1, A little boy in orange shorts playing with a toy .,287
1096395242.jpg, 2, A young child plays with his new light-up toy .,287
1096395242.jpg, 3, Boy with toy gun pointed at the camera .,287
1096395242.jpg, 4, A boy with a toy gun .,287
109656696.jpg, 0, A girl in a polka dotted blue jean dress walks barefoot on a balance beam .,288
109656696.jpg, 1, A girl in a jean dress is walking along a raised balance beam .,288
109656696.jpg, 2, The little girl is walking a beam in gymnastics class .,288
109656696.jpg, 3, A little girl balances on a gymnastics beam .,288
109656696.jpg, 4, A little girl is walking on a balance beam .,288
109671650.jpg, 0, A boy wearing blue and yellow walking on a cliff edge .,289
109671650.jpg, 1, A boy in yellow shorts is standing on top of a cliff .,289
109671650.jpg, 2, A young child is standing alone on some jagged rocks .,289
109671650.jpg, 3, A little boy standing high in the air on a rock .,289
109671650.jpg, 4, Child stands near edge of cliff .,289
1096800382.jpg, 0, A man gestures while facing a woman wearing glasses as they sit inside a restaurant that includes a yellow wall .,290
1096800382.jpg, 1, A man in a black shirt talking to a woman in a black shirt in a yellow room .,290
1096800382.jpg, 2, Two people having a discussion sitting in a restaurant .,290
1096800382.jpg, 3, A man and a woman are talking in a restaurant .,290
1096800382.jpg, 4, A couple having a conversation over drinks .,290
109738763.jpg, 0, A snowmobile rider flies through the air on his or her machine in front of tall pine trees .,291
109738763.jpg, 1, Rider jumps snowmobile high in rural area .,291
109738763.jpg, 2, A person on a snowmobile in mid jump .,291
109738763.jpg, 3, A snowmobiler flies through the air .,291
109738763.jpg, 4, The man is up in the air .,291
109738916.jpg, 0, Two helmeted men sit on yellow snowmobiles while another man stands behind watching .,292
109738916.jpg, 1, People pose with helmets and goggles on while riding snowmobiles .,292
109738916.jpg, 2, Several people are taking a break while on a snowmobiling ride .,292
109738916.jpg, 3, People are riding around on snowmobiles .,292
109738916.jpg, 4, Three people and two snowmobiles .,292
109741554.jpg, 0, A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place .,293
109741554.jpg, 1," Two men cleaning snow from a roof , one 's in a lifter , while the other is actually on the roof .",293
109741554.jpg, 2, A man shoveling snow off the roof of a building .,293
109741554.jpg, 3, Two people working on removing snow from a roof .,293
109741554.jpg, 4, Two men work to shovel snow from rooftops .,293
1097463464.jpg, 0," A young boy wearing a black shirt , brown pants and a black watch has his hand on a white folded chair which is on the top of a large stack of similar folding chairs .",294
1097463464.jpg, 1, A young man wearing a black shirt takes a folding chair from a large stack .,294
1097463464.jpg, 2, A person helping to set up chairs for a big event .,294
1097463464.jpg, 3, A young man in a black shirt stacks chairs .,294
1097463464.jpg, 4, A boy is setting up folding chairs .,294
109770830.jpg, 0, Two buildings beyond a concrete wall facing a walkway with a woman talking on a cellphone .,295
109770830.jpg, 1, A girl in a red winter coat walks down the city sidewalk as she speaks on the phone .,295
109770830.jpg, 2, Two modern buildings made of glass and stone accent the setting .,295
109770830.jpg, 3, A woman is walking at dusk down an urban street .,295
109770830.jpg, 4, Someone walking along a wall .,295
1097710887.jpg, 0," A very young girl playing with a bubble-blowing wand , holding a bottle of bubble solution and walking through a park or field .",296
1097710887.jpg, 1, A little girl with brown hair is blowing the petals off of a flower .,296
1097710887.jpg, 2, A small girl in a dress blows bubbles in a grassy field .,296
1097710887.jpg, 3, A little girl is blowing bubbles in a field .,296
1097710887.jpg, 4, A little girl blowing bubbles .,296
109823394.jpg, 0, Three people on ATVs in a brown field turn their heads to look at the camera .,297
109823394.jpg, 1, Three people ride their four wheelers through the field .,297
109823394.jpg, 2, three people on four wheel ATV 's in a field .,297
109823394.jpg, 3, Three people on ATV 's outside .,297
109823394.jpg, 4, Three people drive ATVs .,297
109823395.jpg, 0, A person is riding an orange ATV in a large empty field .,298
109823395.jpg, 1, A man on a four wheeler is flying through the air .,298
109823395.jpg, 2, A four wheeler jumping in an empty field .,298
109823395.jpg, 3, Man jumping with all terrain vehicle,298
109823395.jpg, 4, Man on an ATV catching air !,298
109823397.jpg, 0, A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,299
109823397.jpg, 1, An ATV is airborne over a field in front of a white structure .,299
109823397.jpg, 2, A man on a four-wheeler jumps near a small building .,299
109823397.jpg, 3, A man jumps gin the air while riding an ATV,299
109823397.jpg, 4, Man on four wheeler in the air .,299
1099034049.jpg, 0, A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer .,300
1099034049.jpg, 1, A woman with dark hair wearing a bikini is sitting on a beach .,300
1099034049.jpg, 2," A young woman , sitting in the sand , has her eyes closed .",300
1099034049.jpg, 3, A woman on the beach getting hit with a blow up hammer .,300
1099034049.jpg, 4, A woman sitting on the beach closes her eyes .,300
1099434461.jpg, 0, A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done .,301
1099434461.jpg, 1, There is a pancake pan cooking a pancake and a man is rolling it over on its opposite side with a spatula .,301
1099434461.jpg, 2, A man 's hand is shown helping a spatula to flip a pancake from a square frying pan in a messy kitchen .,301
1099434461.jpg, 3," Two hands are flipping some food in a cast iron pan , with a spatula .",301
1099434461.jpg, 4," A man makes a perfect , golden crepe .",301
109982467.jpg, 0, A mother and three children collecting garbage from a blue and white garbage can on the street .,302
109982467.jpg, 1, A woman and three children are picking something out of a blue trashcan .,302
109982467.jpg, 2, Three young children stand around a blue and white barrel .,302
109982467.jpg, 3, Four children are standing around a blue and white barrel .,302
109982467.jpg, 4, A group of children look into a barrel .,302
1100214449.jpg, 0, A boy is jumping off the side of a running stone water fountain in front of a building .,303
1100214449.jpg, 1, A boy in s striped shirt is jumping in front of a water fountain .,303
1100214449.jpg, 2, A little boy is playfully jumping off the side of a fountain .,303
1100214449.jpg, 3, A happy boy is jumping in front OD city fountain .,303
1100214449.jpg, 4, A little boy is jumping in front of a fountain .,303
1100708949.jpg, 0," Two women hugging in a grassy , fenced field with a cow 's behind in the background .",304
1100708949.jpg, 1, Two women are hugging on a path through a grassy area with a cow visible past them .,304
1100708949.jpg, 2, Two sisters hugging while visiting a Farm and looking into the camera .,304
1100708949.jpg, 3, Two girls are hugging in front of a tree and a hill .,304
1100708949.jpg, 4, Two people hugging with cow in background at farm .,304
1101207553.jpg, 0, There are two men in orange life vests signaling to a cruise ship docking at a pier .,305
1101207553.jpg, 1, Two dock workers and small boat guiding a cruise ship to place to tie up on dock .,305
1101207553.jpg, 2, Two men in orange and blue safety gear stand on the dock guiding a boat inward .,305
1101207553.jpg, 3, A large ship approaching the dock with two men awaiting its arrival .,305
1101207553.jpg, 4, Stevedores are waiting for a boat to dock .,305
1101291373.jpg, 0, A man in sandals and white cardigan sits on a green bench while talking on his cellphone .,306
1101291373.jpg, 1, A man with blue pants and a white shirt sitting on a bench talking on a cellphone .,306
1101291373.jpg, 2, A bald man in flip-flops sits on a green bench and talks on a cellphone .,306
1101291373.jpg, 3, A man sitting on a green bench talking on the telephone .,306
1101291373.jpg, 4, A man on a green bench is talking on his cellphone .,306
1101923011.jpg, 0, A man wearing a white tank top sings into a microphones on a stage with a crowd watching .,307
1101923011.jpg, 1, A man with a microphone is singing to people .,307
1101923011.jpg, 2, a man on stage singing into a microphone .,307
1101923011.jpg, 3, A singer on a stage with a white shirt .,307
1101923011.jpg, 4, A singer on stage singing to fans .,307
110201971.jpg, 0, Three men are riding on an elephant with a shack in the background and two of them are wearing hats .,308
110201971.jpg, 1, Three guys riding on an elephant with a house-like structures and trees in the background .,308
110201971.jpg, 2," Three young men are riding an elephant , sitting in what 's called a howdah .",308
110201971.jpg, 3, Three men seated on an elephant in a small village .,308
110201971.jpg, 4, Two men and a shirtless boy are on an elephant .,308
110226481.jpg, 0, A man in a gray camouflage shirt and gray pants sits under the hood of a blue truck .,309
110226481.jpg, 1, A man performing auto repair in front of a building .,309
110226481.jpg, 2, A man crouches under a truck hood 's shade to fix it .,309
110226481.jpg, 3, A man sits in the under the hood of a blue truck .,309
110226481.jpg, 4, a mexican man sits under the hood of his truck .,309
11026590.jpg, 0," A young boy , wearing goggles and a heads-up light , and a young girl , are smiling .",310
11026590.jpg, 1, A boy in yellow glasses and red-haired girl pose for the camera .,310
11026590.jpg, 2," Two kids , one wearing glasses and a headlamp , are smiling .",310
11026590.jpg, 3, A boy in goggles plays with a read-haired girl .,310
11026590.jpg, 4, a crowd of people outside .,310
110269384.jpg, 0, A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street .,311
110269384.jpg, 1, A woman is sitting by her dried flower display at an outside market .,311
110269384.jpg, 2, A woman sells flowers and incense at the market .,311
110269384.jpg, 3, A lady is sitting down tending to her stand .,311
110269384.jpg, 4, A woman in an apron shopping at a market .,311
1102763701.jpg, 0, Young individuals in uniforms are gathering under the flags of several different countries .,312
1102763701.jpg, 1, A crowd of scouts where there are flags of many nations being held .,312
1102763701.jpg, 2, A group of people gather and holding different types of flags .,312
1102763701.jpg, 3, A group of people are gathered at some type of outdoor event .,312
1102763701.jpg, 4, A reunion of boy scouts from all over the world .,312
11034843.jpg, 0, A baby is crying while holding on to the side of a crib .,313
11034843.jpg, 1, A white baby boy crying over a tipped over toy .,313
11034843.jpg, 2, crying baby in a blue shirt and white pants .,313
11034843.jpg, 3, A baby with blond-hair crying or yelling .,313
11034843.jpg, 4, A toddler in a blue shirt is crying .,313
1104087374.jpg, 0," A couple is sitting on the sand with their feet in the water , and they are shaking hands .",314
1104087374.jpg, 1, A man and woman wearing sunglasses sit halfway in the water .,314
1104087374.jpg, 2, A boy and a girl holding hands while sitting on a shore .,314
1104087374.jpg, 3, A couple with sunglasses are laying on the beach .,314
1104087374.jpg, 4, A blond holding hands with a guy in the sand .,314
1104133405.jpg, 0, A boy wearing a white t-shirt walks on the grass and carries a soccer ball .,315
1104133405.jpg, 1, A boy walks with a ball tucked under his arm .,315
1104133405.jpg, 2, A boy walks with a soccer ball near a fence .,315
1104133405.jpg, 3, Small boy carries a soccer ball on a field .,315
1104133405.jpg, 4, A boy carrying a soccer ball .,315
1104881373.jpg, 0, A woman is at an ice cream shop and she is waiting for the man to scoop her ice cream .,316
1104881373.jpg, 1, A woman is awaiting her ice cream as a young teenage boy scoops it .,316
1104881373.jpg, 2, A woman is watching as a guy is scooping ice cream from a freezer .,316
1104881373.jpg, 3, A man scoops out ice cream for a female customer in a cafe .,316
1104881373.jpg, 4, A woman watches as a young man scoops ice cream for her .,316
1105137588.jpg, 0, A man is eating alone at a table near another table where a man and woman are seated .,317
1105137588.jpg, 1, Asians are sitting at a table and eating beside a green and white wall .,317
1105137588.jpg, 2, People sit down on stools to enjoy a quick bite to eat .,317
1105137588.jpg, 3, A group of people are sitting on stools eating some food,317
1105137588.jpg, 4, The people are eating by a teal colored wall .,317
110590591.jpg, 0," People are standing around an American flag that is spread out , facing the wrong direction .",318
110590591.jpg, 1, Four people are holding an american flag in the middle of a bunch of people .,318
110590591.jpg, 2, A parade of people walk the street carrying the American flag .,318
110590591.jpg, 3, A group of people spread out an American flag for all to see .,318
110590591.jpg, 4, A group of people surrounding the American flag .,318
1105959054.jpg, 0, A young girl with braids is painting with water colors on a white paper on the wall .,319
1105959054.jpg, 1, The child paints on a large paper with water colors .,319
1105959054.jpg, 2, An artist paints clouds onto a canvas .,319
1105959054.jpg, 3, A young girl painting a picture .,319
1105959054.jpg, 4, A child painting a picture .,319
110595925.jpg, 0, A man in aerodynamic gear riding a bicycle down a road around a sharp curve .,320
110595925.jpg, 1," Man bicycle up a road , while cows graze on a hill nearby .",320
110595925.jpg, 2, A cyclist is riding a bicycle on a curved road up a hill .,320
110595925.jpg, 3, The biker is riding around a curve in the road .,320
110595925.jpg, 4, A man on a mountain bike is pedaling up a hill .,320
110600869.jpg, 0, A little girl in a blue jeans vest is running across the grass and laughing .,321
110600869.jpg, 1, A little girl with a blue jean jacket smiling while running in a field .,321
110600869.jpg, 2, A little girl with a jean jacket on is running and laughing .,321
110600869.jpg, 3, A little girl in a denim jacket running through a field .,321
110600869.jpg, 4, A little girl is running on the grass and smiling .,321
110613709.jpg, 0, A gray and black-haired male is holding his glasses in one hand while looking at something in the other hand ; surrounded by numerous amounts of machines .,322
110613709.jpg, 1, Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand .,322
110613709.jpg, 2," A man in a blue button-up is standing in a room , holding his glasses .",322
110613709.jpg, 3, Some elements are too small to visualize without a microscope .,322
110613709.jpg, 4, A man in a laboratory is examining something .,322
110615445.jpg, 0, A couple show their affection on an escalator by embracing and kissing one another .,323
110615445.jpg, 1," A black-haired man and woman , probably a couple , are kissing on an escalator .",323
110615445.jpg, 2," Two people , a balding man and a woman , are kissing on an escalator .",323
110615445.jpg, 3, A couple kissing while going up the escalator .,323
110615445.jpg, 4, A couple kissing on an escalator .,323
110637863.jpg, 0," A rugby game being played , one man in a green jersey is being lifted up by his teammates with the ball , while a competitor in a red jersey is similarly lifted to tackle him .",324
110637863.jpg, 1," A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates , while an opposing player in red reaches for the ball .",324
110637863.jpg, 2," The green team lifts a player up in victory after a hard game , but will the red team interfere ?",324
110637863.jpg, 3, A soccer player in green is held high above his teammates and opponents in red .,324
110637863.jpg, 4, Rugby player lifted to attempt a score against a red team defending .,324
110647073.jpg, 0," Two men pushing wheelbarrows , two men looking at them , they are in the desert near some block construction buildings .",325
110647073.jpg, 1," A group of workers in the desert , two with wheel barrels and two just standing around .",325
110647073.jpg, 2, Men are constructing a wall in the desert .,325
110647073.jpg, 3, Men pushing wheelbarrows in the desert .,325
110647073.jpg, 4, The men are working in the hot sun .,325
1106644976.jpg, 0, A young group of friends adorned with face paint and feathered headbands sit on a bench .,326
1106644976.jpg, 1, Teens dressed as Native Americans sit in the park with their school bags on the ground .,326
1106644976.jpg, 2, Five young women sitting on a green bench wearing headbands with feathers in them .,326
1106644976.jpg, 3, Five young girls with backpacks sitting on a green park bench .,326
1106644976.jpg, 4, five young girls wearing headbands sitting on park bench,326
110671345.jpg, 0, A woman is surprised to have her picture taken on this fall day outside Spaulding 's women 's store .,327
110671345.jpg, 1, A young woman in jeans and a gray sweater walks on the sidewalk in a shopping district .,327
110671345.jpg, 2, A woman posing for a picture while shopping .,327
110671345.jpg, 3, Woman in front of clothing store .,327
110671345.jpg, 4, The lady has a black sling bag .,327
110671448.jpg, 0," A woman standing with 3 other people in a store with two tables , some shelves with coffee and tea for sale , and a refrigerated drink case .",328
110671448.jpg, 1, A woman in a gray sweater and black baseball cap is standing in line at a shop .,328
110671448.jpg, 2, A woman in a hat waits to be served at a store .,328
110671448.jpg, 3, Young people are standing in the store .,328
110671448.jpg, 4, A woman in a cap at a coffee shop .,328
110695011.jpg, 0," A man wearing a black jacket and gray slacks , stands on the sidewalk holding a sheet with something printed on it in his hand .",329
110695011.jpg, 1, A man in a black jacket is standing with a group of people behind him .,329
110695011.jpg, 2, A man in a black jacket is selling lottery tickets in the sidewalk .,329
110695011.jpg, 3, Street vendors sell their wares to tourists .,329
110695011.jpg, 4, Man stands holding a paper in a city .,329
1107246521.jpg, 0, A black dog playing fetch with a ball of rope .,330
1107246521.jpg, 1, A large black dog is playing in a grassy yard .,330
1107246521.jpg, 2, A black dog running after his rope toy .,330
1107246521.jpg, 3, a black dog jumping to catch a rope toy,330
1107246521.jpg, 4, A black dog pounces to get a rope toy .,330
1107471216.jpg, 0, A young girl is looking through an old fashioned video camera .,331
1107471216.jpg, 1, A little girl is holding a cine camera in front of her face .,331
1107471216.jpg, 2, Girl with rosy cheeks and lips holding black toy gun .,331
1107471216.jpg, 3, A young girl steadies her aim with a camera,331
1107471216.jpg, 4, There is a kid with a gun .,331
1107507919.jpg, 0," There is a woman and man wearing orange shirts , playing instruments with sheet paper in front of them .",332
1107507919.jpg, 1, A cello player is playing during a concert .,332
1107507919.jpg, 2, A woman in a red shirt playing the cello .,332
1107507919.jpg, 3, A female playing a song on her violin .,332
1107507919.jpg, 4, A woman in a red shirt plays a cello .,332
1107716222.jpg, 0, A woman scantily dressed in handsome homemade-looking clothing sits on a wooden step and reads Brazilian author Coelho .,333
1107716222.jpg, 1, A woman wearing a scarf and reading a thin book reclines on a wooden structure .,333
1107716222.jpg, 2, A woman wearing a red beaded necklace sits on a wooden deck while reading .,333
1107716222.jpg, 3, Girl in odd clothes reading a brochure while sitting on a wooden porch .,333
1107716222.jpg, 4," A woman in a black head piece , sitting down and reading .",333
11079715.jpg, 0, A musician plays his electric guitar surrounded by sound equipment .,334
11079715.jpg, 1, A man wearing purple clothing is playing a guitar on a stage .,334
11079715.jpg, 2, A musician is posing while playing an odd-shaped guitar .,334
11079715.jpg, 3, A man dressed in a funky outfit is playing guitar .,334
11079715.jpg, 4, A black-haired man plays a guitar .,334
110802332.jpg, 0, Two hockey teams are shown at the goal where the white team is stopping a goal being made by the blue team .,335
110802332.jpg, 1," A hockey game is being played and a hockey player named "" David "" is trying to score against the goalie .",335
110802332.jpg, 2, An ice hockey goalie is trying to protect the net from players scoring a goal .,335
110802332.jpg, 3, A hockey player attempting to score against a goalie as a defenceman watches .,335
110802332.jpg, 4, A hockey goalie is trying to prevent a goal from the opposing team .,335
110820212.jpg, 0, A man in a gray uniform carefully inserts a metal rod into a glowing opening .,336
110820212.jpg, 1, A man in an old building holding what looks like a light on a long pole .,336
110820212.jpg, 2, A man in a light green suit is operating machinery in a factory .,336
110820212.jpg, 3, A technician is figuring out the best way to open a huge safe .,336
110820212.jpg, 4, A professional glass maker firing a piece in a gigantic oven .,336
110964272.jpg, 0, A small child and an adult walk on the beach in front of ocean waves .,337
110964272.jpg, 1, An adult and a child walk along the beach during the day .,337
110964272.jpg, 2, An adult and child walking along the beach on the sand .,337
110964272.jpg, 3, A woman and a child are walking on a beach .,337
110964272.jpg, 4, A man and a child walking down a beach .,337
110983128.jpg, 0," Grocery store employee , dressed in a red apron & a baseball cap , sits on a ledge in front of the store .",338
110983128.jpg, 1, An elderly man in a white shirt and red apron sits outside a store .,338
110983128.jpg, 2, A man in a red apron wearing a baseball cap is sitting on a step .,338
110983128.jpg, 3, Butcher waiting outside the store .,338
110983128.jpg, 4, A man in an apron sits on a curb .,338
1110208841.jpg, 0, a brown and white dog catches a Frisbee in it mouth in front of a group of people .,339
1110208841.jpg, 1, A brown and white dog jumping up to catch a Frisbee while an audience watches .,339
1110208841.jpg, 2, A black and white Border Collie catches a Frisbee in front of an audience .,339
1110208841.jpg, 3, An agile dog catches a Frisbee while a crowd of onlookers watches closely .,339
1110208841.jpg, 4," A dog jumps to catch a Frisbee , while many people watch .",339
111061041.jpg, 0, Two men in a tennis court in a city are standing on either side of the net talking to each other .,340
111061041.jpg, 1, Man in black hat teaching another man tennis on a fenced in tennis court .,340
111061041.jpg, 2, Two male tennis players conversing across the net on an outdoor court,340
111061041.jpg, 3, Two tennis players are talking on the tennis courts .,340
111061041.jpg, 4, Two men playing tennis behind a fence .,340
111069375.jpg, 0, Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps .,341
111069375.jpg, 1, A man and a woman are performing with fire in front of a crowd in an urban concrete park .,341
111069375.jpg, 2," A male and female fire performer , work their craft in front of an audience .",341
111069375.jpg, 3, Street performers being watched by an interested crowd .,341
111069375.jpg, 4, Two people performing tricks with fire for a crowd .,341
111201721.jpg, 0," A young boy in a yellow shirt is jumping in a grassy area with a younger boy , in a white shirt , standing behind him .",342
111201721.jpg, 1, A young boy in a white shirt is following his brother outside .,342
111201721.jpg, 2, Two young children are walking through a wooded area .,342
111201721.jpg, 3, Two children running with no shoes on .,342
111201721.jpg, 4, Two young children playing outside .,342
1112212364.jpg, 0, A toddler sitting on a pile of rocks holding a rock at a beach .,343
1112212364.jpg, 1, A baby is sitting on and playing with smooth rocks .,343
1112212364.jpg, 2, A baby is stacking rocks on the beach .,343
1112212364.jpg, 3, A small boy is playing with rocks,343
1112212364.jpg, 4, Toddler sits on a pile of rocks .,343
1112334131.jpg, 0, A kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him .,344
1112334131.jpg, 1, A woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face .,344
1112334131.jpg, 2, A lady and a boy who is having ice cream are sitting together .,344
1112334131.jpg, 3, A child finishing an ice cream cone mugs for the camera .,344
1112334131.jpg, 4, A boy in a Gap hat is making a silly face .,344
111285749.jpg, 0," Five men , one wearing a white shirt standing on something , hanging up a picture of a child .",345
111285749.jpg, 1, A person is hanging up pictures of women with a few onlookers watching surrounded by bikes .,345
111285749.jpg, 2, A man in a white shirt hangs a painting in a run down store while other men watch .,345
111285749.jpg, 3, There are four Eastern guys working on and hanging pictures of humans .,345
111285749.jpg, 4, A man is putting up a poster in front of a shop .,345
11131022.jpg, 0," Older man in a hat , yellow shirt and dress slacks playing in the sand with a young boy .",346
11131022.jpg, 1, a man wearing a hat and a small boy in a bathing suit playing in the sand .,346
11131022.jpg, 2, An older person and a small boy play in the sand near the water .,346
11131022.jpg, 3, A person in a hat is playing with a boy on a beach .,346
11131022.jpg, 4, A father is playing with his child in the sand .,346
1113186657.jpg, 0, A blond child is wearing blue goggles and a green Speedo tank top while swimming underwater .,347
1113186657.jpg, 1, A girl in a green Speedo top and blue goggles holds her breath underwater .,347
1113186657.jpg, 2, a boy underwater with someone helping him to swim,347
1113186657.jpg, 3, A child swimming underneath the water .,347
1113186657.jpg, 4, A child is swimming with goggles on .,347
111390902.jpg, 0, Two Asian men are riding on a motorcycle in the midst of a crowd full of other motorcycle riders .,348
111390902.jpg, 1," Three young men , two riding a motorbike on a busy street , looking at something and smiling .",348
111390902.jpg, 2, Three oriental men are riding on a red moped scooter in the city with many people .,348
111390902.jpg, 3, A group of motorcyclist are ridding through the streets .,348
111390902.jpg, 4, Boys on a motor-scooter riding down a busy urban street .,348
111413806.jpg, 0, A man and two women are playing a board game at a wooden table while drinking alcohol .,349
111413806.jpg, 1, Three people around a table playing a board game and drinking beer .,349
111413806.jpg, 2, Two ladies and a man playing a card game and drinking beer .,349
111413806.jpg, 3, Three people are sitting around a table playing a game .,349
111413806.jpg, 4, A group of people playing a board game .,349
111419142.jpg, 0, Several young people are standing around drinking beverages at some kind of outdoors gathering with food .,350
111419142.jpg, 1, There are many people wearing either jackets or layers drinking beer or diet Coke .,350
111419142.jpg, 2, A group of people wearing warm clothes are having a party outside .,350
111419142.jpg, 3, People enjoy a gathering with Pabst Blue Ribbon and Diet Coke .,350
111419142.jpg, 4, A gathering of people drinking beer and talking,350
111497985.jpg, 0, The person has a striped shirt on and is holding on to a rope on a mountain .,351
111497985.jpg, 1, A kid rock climbing against the backdrop of a green valley,351
111497985.jpg, 2, The person in the striped shirt is mountain climbing .,351
111497985.jpg, 3, A woman in a striped shirt climbs up a mountain .,351
111497985.jpg, 4, A young man climbs a rocky hill .,351
111537217.jpg, 0, The young man with the white t-shirt and jeans is rappeling up the rock wall .,352
